date,sales,dayofweek,day,lag_1,lag_3,lag_7,lag_35,lag_21,lag_14,lag_28,lag_30,lag_60,rolling_7,rolling_7_std,rolling_14_mean,rolling_28_mean,rolling_30,rolling_60,rolling_90,rolling_30_std,ewm_7,ewm_14,dow_sin,dow_cos,forecast,std_dev,safety_stock,reorder_point,EOQ
2013-12-15,5034,6,15,5189.0,3346.0,5314.0,5559.0,5120.0,4744.0,5251.0,3817.0,3311.0,4107.714285714285,753.165921136835,4303.642857142857,4014.6785714285716,4098.666666666667,4062.866666666667,4143.055555555556,895.3415581481258,4426.06543869948,4274.23420229792,-0.7818314824680299,-0.7818314824680299,,895.3415581481263,3908.604317179681,,11995.0548143808
2013-12-16,3934,0,16,5034.0,3870.0,3941.0,4190.0,3906.0,4572.0,3633.0,5298.0,3294.0,4106.714285714285,753.4287655524556,4258.071428571428,4025.4285714285716,4053.2,4073.5333333333333,4145.822222222222,866.5061991142562,4303.04907902461,4228.86964199153,0.0,0.0,,866.5061991142567,3782.7238553810307,,11995.0548143808
2013-12-17,3360,1,17,3934.0,5189.0,4110.0,3103.0,3993.0,4085.0,3128.0,5251.0,4141.0,3999.5714285714284,804.4815840326066,4206.285714285715,4033.714285714286,3990.1666666666665,4060.516666666667,4145.322222222222,844.8783255933704,4067.2868092684575,4113.02035639266,0.7818314824680298,0.7818314824680298,,844.878325593371,3688.307597087384,,11995.0548143808
2013-12-18,3366,2,18,3360.0,5034.0,3264.0,2966.0,4342.0,3734.0,3015.0,3633.0,4958.0,4014.1428571428573,789.7262033074937,4180.0,4046.25,3981.266666666667,4033.983333333333,4143.655555555555,850.1602661621546,3891.9651069513434,4013.417642206972,0.9749279121818236,0.9749279121818236,,850.160266162155,3711.365854042346,,11995.0548143808
2013-12-19,3628,3,19,3366.0,3934.0,3346.0,3127.0,2297.0,3761.0,3063.0,3128.0,5762.0,4054.4285714285716,756.453976820541,4170.5,4066.4285714285716,3997.9333333333334,3998.4166666666665,4134.077777777778,837.6651019282658,3825.9738302135074,3962.028623246042,0.43388373911755823,0.43388373911755823,,837.6651019282663,3656.8183437386115,,11995.0548143808
2013-12-20,3807,4,20,3628.0,3360.0,3870.0,3817.0,2563.0,4295.0,3792.0,3015.0,3614.0,4045.4285714285716,759.3830515936023,4135.642857142857,4066.964285714286,4024.3333333333335,4001.633333333333,4113.2555555555555,817.864980566333,3821.230372660131,3941.35814014657,-0.433883739117558,-0.433883739117558,,817.8649805663334,3570.3811186018675,,11995.0548143808
2013-12-21,5223,5,21,3807.0,3366.0,5189.0,5298.0,3368.0,5736.0,5196.0,3063.0,3262.0,4050.285714285714,767.9767171569921,4099.0,4067.9285714285716,4096.333333333333,4034.3166666666666,4104.766666666666,825.3590789440616,4171.6727794950975,4112.243721460361,-0.9749279121818236,-0.9749279121818236,,825.359078944062,3603.0965276052702,,11995.0548143808
2013-12-22,5193,6,22,5223.0,3628.0,5034.0,5251.0,4744.0,5314.0,5120.0,3792.0,3247.0,4073.0,803.4529648129125,4090.3571428571427,4070.535714285714,4143.033333333334,4066.75,4120.322222222222,846.8998834830868,4427.0045846213225,4256.344558598979,-0.7818314824680299,-0.7818314824680299,,846.8998834830871,3697.132687158614,,11995.0548143808
2013-12-23,4676,0,23,5193.0,3807.0,3934.0,3633.0,4572.0,3941.0,3906.0,5196.0,2978.0,4179.0,830.5476105156916,4142.857142857143,4098.035714285715,4125.7,4095.05,4132.322222222222,829.7536880054274,4489.253438465991,4312.2986174524485,0.0,0.0,,829.753688005428,3622.2811480367163,,11995.0548143808
2013-12-24,3373,1,24,4676.0,5223.0,3360.0,3128.0,4085.0,4110.0,3993.0,5120.0,3846.0,4180.857142857143,828.422884878531,4090.214285714286,4075.8928571428573,4067.4666666666667,4087.1666666666665,4135.011111111111,818.7971721955256,4210.190078849493,4187.058801792122,0.7818314824680298,0.7818314824680298,,818.797172195526,3574.450591523282,,11995.0548143808
2013-12-25,0,2,25,3373.0,5193.0,3366.0,3015.0,3734.0,3264.0,4342.0,3906.0,5188.0,3700.0,1794.1904395390497,3857.0714285714284,3920.8214285714284,3937.266666666667,4000.7,4097.311111111111,1105.6607926962647,3157.64255913712,3628.7842948865054,0.9749279121818236,0.9749279121818236,,1105.6607926962652,4826.750761583616,,11995.0548143808
2013-12-26,3472,3,26,0.0,4676.0,3628.0,3063.0,3761.0,3346.0,2297.0,3993.0,5346.0,3677.714285714286,1796.2015212001963,3866.0714285714284,3962.785714285714,3919.9,3969.4666666666667,4091.9777777777776,1108.8423086792939,3236.23191935284,3607.8797222349713,0.43388373911755823,0.43388373911755823,,1108.8423086792943,4840.6396367210145,,11995.0548143808
2013-12-27,3980,4,27,3472.0,3373.0,3807.0,3792.0,4295.0,3870.0,2563.0,4342.0,3795.0,3702.4285714285716,1799.4640736566396,3873.9285714285716,4013.3928571428573,3907.8333333333335,3972.55,4075.4555555555557,1106.0567137461685,3422.17393951463,3657.4957592703086,-0.433883739117558,-0.433883739117558,,1106.0567137461687,4828.479150834435,,11995.0548143808
2013-12-28,4438,5,28,3980.0,0.0,5223.0,5196.0,5736.0,5189.0,3368.0,2297.0,3256.0,3590.285714285714,1711.2043238886567,3820.285714285714,4051.6071428571427,3979.2,3992.25,4058.8555555555554,1066.9159356730452,3676.130454635973,3761.5629913676007,-0.9749279121818236,-0.9749279121818236,,1066.9159356730454,4657.610488744396,,11995.0548143808
2013-12-29,4162,6,29,4438.0,3472.0,5193.0,5120.0,5314.0,5034.0,4744.0,2563.0,3620.0,3443.0,1590.3686155521716,3758.0,4030.8214285714284,4032.5,4001.2833333333333,4060.3555555555554,1033.1329236506892,3797.5978409769796,3814.9545925185876,-0.7818314824680299,-0.7818314824680299,,1033.1329236506897,4510.13109896713,,11995.0548143808
2013-12-30,4160,0,30,4162.0,3980.0,4676.0,3906.0,3941.0,3934.0,4572.0,3368.0,2886.0,3369.285714285714,1534.6768079181695,3774.1428571428573,4016.1071428571427,4058.9,4022.516666666667,4058.766666666667,1025.6592951146881,3888.1983807327347,3860.960646849442,0.0,0.0,,1025.6592951146886,4477.505050846197,,11995.0548143808
2013-12-31,4027,1,31,4160.0,4438.0,3373.0,3993.0,4110.0,3360.0,4085.0,4744.0,4300.0,3462.714285714286,1554.7169854227172,3821.785714285714,4014.035714285714,4035.0,4017.9666666666667,4065.8888888888887,1017.4656140932013,3922.898785549551,3883.0992272695166,0.7818314824680298,0.7818314824680298,,1017.4656140932017,4441.735621042875,,11995.0548143808
2014-01-01,2791,2,1,4027.0,4162.0,0.0,4342.0,3264.0,3366.0,3734.0,4572.0,5260.0,3861.4285714285716,555.4079153027502,3780.714285714286,3980.3571428571427,3975.633333333333,3976.8166666666666,4053.488888888889,1036.8268396421288,3639.9240891621635,3737.485996966914,0.9749279121818236,0.9749279121818236,,1036.826839642129,4526.256851044696,,11995.0548143808
2014-01-02,4278,3,2,2791.0,4160.0,3472.0,2297.0,3346.0,3628.0,3761.0,4085.0,5921.0,3976.5714285714284,544.6619309696731,3827.1428571428573,3998.8214285714284,3982.0666666666666,3949.4333333333334,4050.777777777778,1038.1267922472646,3799.4430668716227,3809.5545307046586,0.43388373911755823,0.43388373911755823,,1038.1267922472648,4531.93178070514,,11995.0548143808
2014-01-03,4549,4,3,4278.0,4027.0,3980.0,2563.0,3870.0,3807.0,4295.0,3734.0,3901.0,4057.8571428571427,586.1386151674957,3880.1428571428573,4007.8928571428573,4009.233333333333,3960.233333333333,4039.3555555555554,1042.0676622195242,3986.832300153717,3908.1472599440376,-0.433883739117558,-0.433883739117558,,1042.0676622195244,4549.135607833277,,11995.0548143808
2014-01-04,4909,5,4,4549.0,2791.0,4438.0,3368.0,5189.0,5223.0,5736.0,3761.0,3661.0,4125.142857142857,659.4941062590849,3857.714285714286,3978.3571428571427,4047.5,3981.0333333333333,4031.3777777777777,1053.651704214011,4217.374225115288,4041.594291951499,-0.9749279121818236,-0.9749279121818236,,1053.6517042140115,4599.705623418941,,11995.0548143808
2014-01-05,5265,6,5,4909.0,4278.0,4162.0,4744.0,5034.0,5193.0,5314.0,4295.0,3393.0,4282.714285714285,788.850369057337,3862.8571428571427,3976.6071428571427,4079.8333333333335,4012.233333333333,4040.788888888889,1076.1515430821757,4479.280668836466,4204.715053024633,-0.7818314824680299,-0.7818314824680299,,1076.1515430821762,4697.928437422853,,11995.0548143808
2014-01-06,4179,0,6,5265.0,4549.0,4160.0,4572.0,3934.0,4676.0,3941.0,5736.0,3371.0,4285.428571428572,788.39031305203,3827.3571428571427,3985.1071428571427,4027.9333333333334,4025.7,4043.4666666666667,1030.0836903841303,4404.21050162735,4201.286379288014,0.0,0.0,,1030.0836903841307,4496.819702661108,,11995.0548143808
2014-01-07,3872,1,7,4179.0,4909.0,4027.0,4085.0,3360.0,3373.0,4110.0,5314.0,3978.0,4263.285714285715,798.964061412379,3863.0,3976.6071428571427,3979.866666666667,4023.9333333333334,4043.8333333333335,1001.2429424895056,4271.157876220513,4157.381528716279,0.7818314824680298,0.7818314824680298,,1001.242942489506,4370.915715846535,,11995.0548143808
2014-01-08,3406,2,8,3872.0,5265.0,2791.0,3734.0,3366.0,0.0,3264.0,3941.0,5072.0,4351.142857142857,624.9457119279518,4106.285714285715,3981.6785714285716,3962.0333333333333,3996.1666666666665,4037.188888888889,1006.7086515945853,4054.8684071653843,4057.1973248874415,0.9749279121818236,0.9749279121818236,,1006.7086515945856,4394.776212447127,,11995.0548143808
2014-01-09,3250,3,9,3406.0,4179.0,4278.0,3761.0,3628.0,3472.0,3346.0,4110.0,5559.0,4204.285714285715,752.7216648681622,4090.4285714285716,3978.25,3933.366666666667,3957.6833333333334,4026.233333333333,1014.5637922307953,3853.651305374038,3949.571014902449,0.43388373911755823,0.43388373911755823,,1014.5637922307958,4429.06774769793,,11995.0548143808
2014-01-10,3960,4,10,3250.0,3872.0,4549.0,4295.0,3807.0,3980.0,3870.0,3264.0,4190.0,4120.142857142857,740.5883761288295,4089.0,3981.464285714286,3956.5666666666666,3953.85,4012.8,1006.6564898244748,3880.2384790305287,3950.961546248789,-0.433883739117558,-0.433883739117558,,1006.6564898244752,4394.548500778894,,11995.0548143808
2014-01-11,5369,5,11,3960.0,3406.0,4909.0,5736.0,5223.0,4438.0,5189.0,3346.0,3103.0,4185.857142857143,836.4555036125968,4155.5,3987.8928571428573,4024.0,3991.616666666667,4010.211111111111,1031.7898743579397,4252.428859272896,4140.033340082284,-0.9749279121818236,-0.9749279121818236,,1031.7898743579399,4504.268031162386,,11995.0548143808
2014-01-12,4860,6,12,5369.0,3250.0,5265.0,5314.0,5193.0,4162.0,5034.0,3870.0,2966.0,4128.0,759.8721383671469,4205.357142857143,3981.6785714285716,4057.0,4023.1833333333334,4019.4666666666667,1042.4710365611854,4404.3216444546715,4236.0288947379795,-0.7818314824680299,-0.7818314824680299,,1042.4710365611859,4550.896534352224,,11995.0548143808
2014-01-13,3578,0,13,4860.0,3960.0,4179.0,3941.0,4676.0,4160.0,3934.0,5189.0,3127.0,4042.1428571428573,786.6313046935038,4163.785714285715,3968.964285714286,4003.3,4030.7,4023.866666666667,1023.4683476398652,4197.741233341004,4148.291708772916,0.0,0.0,,1023.4683476398657,4467.940492292119,,11995.0548143808
2014-01-14,3023,1,14,3578.0,5369.0,3872.0,4110.0,3373.0,4027.0,3360.0,5034.0,3817.0,3920.8571428571427,877.4456162770459,4092.0714285714284,3956.9285714285716,3936.266666666667,4017.4666666666667,4020.6666666666665,1019.4822530911472,3904.0559250057527,3998.25281426986,0.7818314824680298,0.7818314824680298,,1019.4822530911475,4450.539237742927,,11995.0548143808
2014-01-15,3145,2,15,3023.0,4860.0,3406.0,3264.0,0.0,2791.0,3366.0,3934.0,5298.0,3883.5714285714284,907.9840044741692,4117.357142857143,3949.035714285714,3909.9666666666667,3981.5833333333335,4019.011111111111,1029.66892849053,3714.2919437543146,3884.485772367212,0.9749279121818236,0.9749279121818236,,1029.6689284905303,4495.009063901884,,11995.0548143808
2014-01-16,3029,3,16,3145.0,3578.0,3250.0,3346.0,3472.0,4278.0,3628.0,3360.0,5251.0,3852.0,937.0620754962445,4028.1428571428573,3927.6428571428573,3898.9333333333334,3944.55,4006.6555555555556,1037.5088178547796,3542.968957815736,3770.4210027182503,0.43388373911755823,0.43388373911755823,,1037.50881785478,4529.2340198825905,,11995.0548143808
2014-01-17,3987,4,17,3029.0,3023.0,3960.0,3870.0,3980.0,4549.0,3807.0,3366.0,3633.0,3855.8571428571427,937.6361107543119,3988.0,3934.0714285714284,3919.633333333333,3950.45,3995.866666666667,1032.6930806636406,3653.976718361802,3799.298202355817,-0.433883739117558,-0.433883739117558,,1032.693080663641,4508.210968953713,,11995.0548143808
2014-01-18,5288,5,18,3987.0,3145.0,5369.0,5189.0,4438.0,4909.0,5223.0,3628.0,3128.0,3844.285714285714,916.1025623596414,4015.0714285714284,3936.3928571428573,3974.9666666666667,3986.45,3990.6,1060.6230921859787,4062.4825387713513,3997.7917753750417,-0.9749279121818236,-0.9749279121818236,,1060.6230921859792,4630.1391455491175,,11995.0548143808
2014-01-19,4659,6,19,5288.0,3029.0,4860.0,5034.0,4162.0,5265.0,5193.0,3807.0,3015.0,3815.5714285714284,881.4548309741205,3971.785714285714,3917.3214285714284,4003.366666666667,4013.85,4002.211111111111,1067.3559172192633,4211.611904078513,4085.9528719917025,-0.7818314824680299,-0.7818314824680299,,1067.3559172192638,4659.531223636436,,11995.0548143808
2014-01-20,3898,0,20,4659.0,3987.0,3578.0,3934.0,4160.0,4179.0,4676.0,5223.0,3063.0,3861.285714285714,875.3572059994904,3951.714285714286,3889.535714285714,3959.2,4027.766666666667,4009.277777777778,1042.2668729662018,4133.208928058885,4060.892489059476,0.0,0.0,,1042.266872966202,4550.005260288708,,11995.0548143808
2014-01-21,3005,1,21,3898.0,5288.0,3023.0,3360.0,4027.0,3872.0,3373.0,5193.0,3792.0,3858.714285714286,878.2518079088902,3889.785714285714,3876.3928571428573,3886.266666666667,4014.65,4006.588888888889,1029.428094768564,3851.1566960441637,3920.1068238515454,0.7818314824680298,0.7818314824680298,,1029.4280947685645,4493.957706778078,,11995.0548143808
2014-01-22,2985,2,22,3005.0,4659.0,3145.0,3366.0,2791.0,3406.0,0.0,4676.0,5196.0,3835.8571428571427,901.6918225519954,3859.714285714286,3983.0,3829.9,3977.8,4006.6666666666665,1030.9893256746925,3634.617522033123,3795.4259140046724,0.9749279121818236,0.9749279121818236,,1030.9893256746927,4500.773244160738,,11995.0548143808
2014-01-23,2786,3,23,2985.0,3898.0,3029.0,3628.0,4278.0,3250.0,3472.0,3373.0,5120.0,3801.1428571428573,941.72137219941,3826.5714285714284,3958.5,3810.3333333333335,3938.9,3994.8888888888887,1045.4287136874916,3422.4631415248423,3660.8357921373827,0.43388373911755823,0.43388373911755823,,1045.4287136874918,4563.808243274362,,11995.0548143808
2014-01-24,3751,4,24,2786.0,3005.0,3987.0,3807.0,4549.0,3960.0,3980.0,0.0,3906.0,3767.4285714285716,938.1763972627693,3811.6428571428573,3950.3214285714284,3935.366666666667,3936.3166666666666,3978.9222222222224,759.0964448893592,3504.5973561436317,3672.857686519065,-0.433883739117558,-0.433883739117558,,759.0964448893596,3313.827683579313,,11995.0548143808
2014-01-25,4606,5,25,3751.0,2985.0,5288.0,5223.0,4909.0,5369.0,4438.0,3472.0,3993.0,3670.0,775.2062091254588,3757.1428571428573,3956.3214285714284,3973.1666666666665,3946.5333333333333,3970.7,763.4488481084683,3779.948017107724,3797.276661649856,-0.9749279121818236,-0.9749279121818236,,763.4488481084687,3332.8280548426587,,11995.0548143808
2014-01-26,5103,6,26,4606.0,2786.0,4659.0,5193.0,5265.0,4860.0,4162.0,3980.0,4342.0,3733.4285714285716,880.6128277404035,3774.5,3989.9285714285716,4010.6,3959.2166666666667,3985.233333333333,790.8356383576414,4110.711012830793,3971.373106763209,-0.7818314824680299,-0.7818314824680299,,790.835638357642,3452.3848045852,,11995.0548143808
2014-01-27,3382,0,27,5103.0,3751.0,3898.0,4676.0,4179.0,3578.0,4160.0,4438.0,2297.0,3659.714285714286,886.1203293544484,3760.5,3962.1428571428573,3975.4,3977.3,3986.633333333333,794.648158968301,3928.5332596230946,3892.7900258614477,0.0,0.0,,794.6481589683016,3469.0283239019877,,11995.0548143808
2014-01-28,2778,1,28,3382.0,4606.0,3005.0,3373.0,3872.0,3023.0,4027.0,4162.0,2563.0,3627.285714285714,917.6658277546187,3743.0,3917.535714285714,3929.266666666667,3980.883333333333,3977.277777777778,823.1060573274752,3640.899944717321,3744.151355746588,0.7818314824680298,0.7818314824680298,,823.1060573274757,3593.2609850269687,,11995.0548143808
2014-01-29,2527,2,29,2778.0,5103.0,2985.0,0.0,3406.0,3145.0,2791.0,4160.0,3368.0,3561.8571428571427,984.9530324794553,3698.8571428571427,3908.1071428571427,3874.8333333333335,3966.866666666667,3973.288888888889,860.4695623995522,3362.4249585379907,3581.8645083137094,0.9749279121818236,0.9749279121818236,,860.4695623995526,3756.370980202155,,11995.0548143808
2014-01-30,2741,3,30,2527.0,3382.0,2786.0,3472.0,3250.0,3029.0,4278.0,4027.0,4744.0,3555.4285714285716,990.9892123770156,3678.285714285714,3853.214285714286,3831.9666666666667,3933.483333333333,3955.9666666666667,884.3295720227879,3207.0687189034934,3469.7492405385483,0.43388373911755823,0.43388373911755823,,884.3295720227884,3860.531605577593,,11995.0548143808
2014-01-31,4212,4,31,2741.0,2778.0,3751.0,3980.0,3960.0,3987.0,4549.0,2791.0,4572.0,3621.285714285714,1021.0154609155386,3694.3571428571427,3841.1785714285716,3879.3333333333335,3927.483333333333,3944.322222222222,864.4837141057128,3458.3015391776203,3568.716008466742,-0.433883739117558,-0.433883739117558,,864.4837141057133,3773.894717982143,,11995.0548143808
2014-02-01,6272,5,1,4212.0,2527.0,4606.0,4438.0,5369.0,5288.0,4909.0,4278.0,4085.0,3859.285714285714,1409.1931159692892,3764.6428571428573,3889.8571428571427,3945.8,3963.9333333333334,3948.222222222222,966.7937554190279,4161.7261543832155,3929.15387400451,-0.9749279121818236,-0.9749279121818236,,966.7937554190282,4220.528145782772,,11995.0548143808
2014-02-02,4896,6,2,6272.0,2741.0,5103.0,4162.0,4860.0,4659.0,5265.0,4549.0,3734.0,3829.714285714286,1380.6267555336,3781.5714285714284,3876.6785714285716,3957.366666666667,3983.3,3959.277777777778,976.2883789386005,4345.294615787411,4058.0666908039084,-0.7818314824680299,-0.7818314824680299,,976.2883789386009,4261.97682661398,,11995.0548143808
2014-02-03,3975,0,3,4896.0,4212.0,3382.0,4160.0,3578.0,3898.0,4179.0,4909.0,3761.0,3914.4285714285716,1366.6995350286818,3787.0714285714284,3869.3928571428573,3926.233333333333,3986.866666666667,3962.766666666667,959.6453613393935,4252.720961840559,4046.991132030054,0.0,0.0,,959.645361339394,4189.321905319244,,11995.0548143808
2014-02-04,3340,1,4,3975.0,6272.0,2778.0,4027.0,3023.0,3005.0,3872.0,5265.0,4295.0,3994.714285714286,1303.8777696146342,3811.0,3850.3928571428573,3862.0666666666666,3970.95,3962.177777777778,930.9711256433219,4024.5407213804187,3952.7256477593796,0.7818314824680298,0.7818314824680298,,930.9711256433222,4064.144825786261,,11995.0548143808
2014-02-05,3352,2,5,3340.0,4896.0,2527.0,2791.0,3145.0,2985.0,3406.0,4179.0,5736.0,4112.571428571428,1180.5540870205593,3837.214285714286,3848.464285714286,3834.5,3931.2166666666667,3961.9666666666667,933.5034768972715,3856.405541035314,3872.628894724796,0.9749279121818236,0.9749279121818236,,933.5034768972719,4075.199779009113,,11995.0548143808
2014-02-06,3446,3,6,3352.0,3975.0,2741.0,4278.0,3029.0,2786.0,3250.0,3872.0,5314.0,4213.285714285715,1068.8275062400064,3884.3571428571427,3855.464285714286,3820.3,3900.0833333333335,3956.0555555555557,936.149676729829,3753.8041557764855,3815.745042094823,0.43388373911755823,0.43388373911755823,,936.1496767298295,4086.7517370250544,,11995.0548143808
2014-02-07,4113,4,7,3446.0,3340.0,4212.0,4549.0,3987.0,3751.0,3960.0,3406.0,3941.0,4199.142857142857,1069.502131612557,3910.214285714286,3860.9285714285716,3843.866666666667,3902.95,3945.4,934.2575415927736,3843.6031168323643,3855.37903648218,-0.433883739117558,-0.433883739117558,,934.257541592774,4078.4916406427546,,11995.0548143808
2014-02-08,5560,5,8,4113.0,3352.0,6272.0,4909.0,5288.0,4606.0,5369.0,3250.0,4110.0,4097.428571428572,851.0565702197944,3978.3571428571427,3867.75,3920.866666666667,3927.116666666667,3945.411111111111,977.8026644342395,4272.702337624273,4082.661831617889,-0.9749279121818236,-0.9749279121818236,,977.8026644342399,4268.587424292411,,11995.0548143808
2014-02-09,5485,6,9,5560.0,3446.0,4896.0,5265.0,4659.0,5103.0,4860.0,3960.0,3264.0,4181.571428571428,964.6987193147986,4005.6428571428573,3890.0714285714284,3971.7,3964.133333333333,3959.8,1018.692608707096,4575.776753218205,4269.640254068838,-0.7818314824680299,-0.7818314824680299,,1018.6926087070965,4447.092053346704,,11995.0548143808
2014-02-10,4150,0,10,5485.0,4113.0,3975.0,4179.0,3898.0,3382.0,3578.0,5369.0,3346.0,4206.571428571428,960.7125579733058,4060.5,3910.5,3931.0666666666666,3977.5333333333333,3971.4333333333334,984.7827673403715,4469.332564913654,4253.688220192993,0.0,0.0,,984.7827673403718,4299.0589913775975,,11995.0548143808
2014-02-11,3372,1,11,4150.0,5560.0,3340.0,3872.0,3005.0,2778.0,3023.0,4860.0,3870.0,4211.142857142857,955.9662526420426,4102.928571428572,3922.964285714286,3881.4666666666667,3969.233333333333,3975.9444444444443,973.7936740091377,4194.999423685241,4136.1297908339275,0.7818314824680298,0.7818314824680298,,973.7936740091382,4251.086218031535,,11995.0548143808
2014-02-12,3366,2,12,3372.0,5485.0,3352.0,3406.0,2985.0,2527.0,3145.0,3578.0,5189.0,4213.142857142857,953.881618890487,4162.857142857143,3930.8571428571427,3874.4,3938.85,3978.6,976.8362937706456,3987.7495677639304,4033.445818722737,0.9749279121818236,0.9749279121818236,,976.836293770646,4264.368743149617,,11995.0548143808
2014-02-13,3760,3,13,3366.0,4150.0,3446.0,3250.0,2786.0,2741.0,3029.0,3023.0,5034.0,4258.0,918.5210939330642,4235.642857142857,3956.964285714286,3898.9666666666667,3917.616666666667,3977.9666666666667,963.8672996135687,3930.8121758229477,3996.9863762263717,0.43388373911755823,0.43388373911755823,,963.8672996135691,4207.7527332140635,,11995.0548143808
2014-02-14,3504,4,14,3760.0,3372.0,4113.0,3960.0,3751.0,4212.0,3987.0,3145.0,3934.0,4171.0,962.3403763741775,4185.071428571428,3939.714285714286,3910.9333333333334,3910.45,3958.0333333333333,956.383306987864,3824.1091318672106,3931.2548593961887,-0.433883739117558,-0.433883739117558,,956.3833069878643,4175.081440766661,,11995.0548143808
2014-02-15,4740,5,15,3504.0,3366.0,5560.0,5369.0,4606.0,6272.0,5288.0,3029.0,3360.0,4053.8571428571427,801.5585710708464,4075.6428571428573,3920.1428571428573,3967.9666666666667,3933.45,3952.3555555555554,952.9873713145645,4053.081848900408,4039.08754481003,-0.9749279121818236,-0.9749279121818236,,952.9873713145648,4160.256518687788,,11995.0548143808
2014-02-16,4759,6,16,4740.0,3760.0,5485.0,4860.0,5103.0,4896.0,4659.0,3987.0,3366.0,3950.1428571428573,609.4720197491741,4065.8571428571427,3923.714285714286,3993.7,3956.6666666666665,3964.866666666667,963.8798805545831,4229.561386675306,4135.0758721686925,-0.7818314824680299,-0.7818314824680299,,963.8798805545835,4207.807655182016,,11995.0548143808
2014-02-17,3801,0,17,4759.0,3504.0,4150.0,3578.0,3382.0,3975.0,3898.0,5288.0,3628.0,3900.285714285714,604.6538167375057,4053.4285714285716,3920.25,3944.133333333333,3959.55,3972.3444444444444,932.7579326489408,4122.421040006479,4090.5324225462005,0.0,0.0,,932.7579326489413,4071.945113299525,,11995.0548143808
2014-02-18,2898,1,18,3801.0,4740.0,3372.0,3023.0,2778.0,3340.0,3005.0,4659.0,3807.0,3832.5714285714284,693.6655911755664,4021.8571428571427,3916.4285714285716,3885.4333333333334,3944.4,3971.0444444444443,941.588411558678,3816.3157800048593,3931.5280995400403,0.7818314824680298,0.7818314824680298,,941.5884115586784,4110.494477701588,,11995.0548143808
2014-02-19,2863,2,19,2898.0,4759.0,3366.0,3145.0,2527.0,3352.0,2985.0,3898.0,5223.0,3760.714285714286,771.7153435228352,3986.9285714285716,3912.0714285714284,3850.9333333333334,3905.0666666666666,3968.822222222222,959.8954301285083,3577.9868350036445,3789.0576862680346,0.9749279121818236,0.9749279121818236,,959.8954301285088,4190.413578033228,,11995.0548143808
2014-02-20,2907,3,20,2863.0,3801.0,3760.0,3029.0,2741.0,3446.0,2786.0,3005.0,5193.0,3638.8571428571427,836.4758272202529,3948.4285714285716,3916.3928571428573,3847.6666666666665,3866.9666666666667,3958.988888888889,963.0351564941245,3410.2401262527337,3671.44999476563,0.43388373911755823,0.43388373911755823,,963.0351564941249,4204.120021027779,,11995.0548143808
2014-02-21,3689,4,21,2907.0,2898.0,3504.0,3987.0,4212.0,4113.0,3751.0,2985.0,4676.0,3665.285714285714,834.4248946201818,3918.1428571428573,3914.1785714285716,3871.133333333333,3850.516666666667,3942.2444444444445,949.7753902655132,3479.9300946895505,3673.789995463546,-0.433883739117558,-0.433883739117558,,949.7753902655137,4146.234648619579,,11995.0548143808
2014-02-22,4653,5,22,3689.0,2863.0,4740.0,5288.0,6272.0,5560.0,4606.0,2786.0,3373.0,3652.8571428571427,816.1981843832251,3853.3571428571427,3915.8571428571427,3933.366666666667,3871.85,3937.0555555555557,937.3060620858986,3773.197571017163,3804.35132940174,-0.9749279121818236,-0.9749279121818236,,937.306062085899,4091.7999253437174,,11995.0548143808
2014-02-23,4885,6,23,4653.0,2907.0,4759.0,4659.0,4896.0,5485.0,5103.0,3751.0,0.0,3670.8571428571427,845.5208313166938,3810.5,3908.0714285714284,3971.1666666666665,3953.266666666667,3947.9333333333334,952.4418738109387,4051.1481782628725,3948.437818814841,-0.7818314824680299,-0.7818314824680299,,952.4418738109391,4157.875154974377,,11995.0548143808
2014-02-24,3450,0,24,4885.0,3689.0,3801.0,3898.0,3975.0,4150.0,3382.0,4606.0,3472.0,3620.714285714286,846.9231988568395,3760.5,3910.5,3932.633333333333,3952.9,3941.9,949.2515557490227,3900.8611336971544,3881.9794429728627,0.0,0.0,,949.251555749023,4143.947854452582,,11995.0548143808
2014-02-25,3040,1,25,3450.0,4653.0,2898.0,3005.0,3340.0,3372.0,2778.0,5103.0,3980.0,3641.0,828.2215887067886,3736.785714285714,3919.8571428571427,3863.866666666667,3937.233333333333,3927.4333333333334,936.1779868104627,3685.645850272866,3769.7155172431476,0.7818314824680298,0.7818314824680298,,936.177986810463,4086.8753243894257,,11995.0548143808
2014-02-26,2934,2,26,3040.0,4885.0,2863.0,2985.0,3352.0,3366.0,2527.0,3382.0,4438.0,3651.1428571428573,817.4707800224255,3705.9285714285716,3934.3928571428573,3848.9333333333334,3912.1666666666665,3934.511111111111,947.6325103713087,3497.7343877046496,3658.2867816107278,0.9749279121818236,0.9749279121818236,,947.6325103713092,4136.8799285918285,,11995.0548143808
2014-02-27,3064,3,27,2934.0,3450.0,2907.0,2786.0,3446.0,3760.0,2741.0,2778.0,4162.0,3673.5714285714284,795.5100789520409,3656.214285714286,3945.9285714285716,3858.4666666666667,3893.866666666667,3940.0777777777776,937.8756160943481,3389.300790778487,3579.0485440626308,0.43388373911755823,0.43388373911755823,,937.8756160943484,4094.286307480269,,11995.0548143808
